#Table1
objid,ra,dec,z
1237648720165667102,199.807794615348,-0.910988167223555,0.08414804
1237648720165667139,199.831373155225,-0.947517374935226,0.08350307
1237648720165667142,199.831856925079,-0.879977920291207,0.08179429
1237648720165667149,199.833062067605,-0.899173208127074,0.08637885
1237648720165667154,199.838852667005,-0.922980253907752,0.07859632
1237648720165667158,199.839658138968,-0.964385298706396,0.07840956
1237648720165667184,199.85737771657,-1.03736046305642,0.08439431
1237648720165667188,199.859539855592,-0.839520083355746,0.08152135
1237648705126924435,212.959641168051,0.513288157669008,0.05459604
1237648705126924460,212.977553655234,0.497815559492924,0.05439847
1237648705126924465,212.981967633801,0.4665663946088,0.05476647
1237648705126924499,213.024373289921,0.485351355563937,0.05477605
1237648705126924553,213.065315475243,0.523193477311807,0.05319332
1237648705126924555,213.066356108399,0.522501842494216,0.05301408
1237648705127448778,214.256990746428,0.477071554320319,0.05245277
1237648705127448802,214.268525272682,0.507998510150328,0.02569302
1237648705127514152,214.343212023735,0.472679147821401,0.05033805
1237648705127514249,214.303552069928,0.533264665574486,0.07733578
1237648705127514250,214.30476370402,0.535107349028448,0.0771817
1237648705127514295,214.366528907485,0.482779422978777,0.04997522
1237648705127579669,214.457752487788,0.510935357182153,0.05209216
1237648705127579670,214.452148817491,0.510947262591814,0.05330114
1237648705127579813,214.475737898474,0.461416867189571,0.05455462
1237648705127579822,214.481900401793,0.49282476482412,0.05348853
1237648705127579837,214.509058591385,0.484231223262378,0.05278205
1237648705127579838,214.507412009604,0.483120927096888,0.05272808
1237648705127579858,214.536707050553,0.486773926933345,0.0539526
1237648705127645190,214.620152327922,0.439158655225984,0.04975093
1237648705127645266,214.694472487298,0.560687767365133,0.05299084
1237648705127645405,214.702762129327,0.496449859403659,0.05325393
1237648705127645407,214.704334386995,0.474987851110113,0.05265518
1237648705127645437,214.749890972981,0.563518388961809,0.05346759
1237648705127645606,214.715807606163,0.60380434483738,0.05325994
1237648705127776528,215.000998664454,0.560666206862976,0.06575461
1237648705127907452,215.343452492422,0.600189766741078,0.09741241
1237648705128038559,215.547362806852,0.572677550263281,0.06544639
1237648705128300801,216.141941128993,0.505227513402867,0.03168992
1237648705128366281,216.298698783867,0.461416255641858,0.05201893
1237648705128366307,216.319997786306,0.54553602845151,0.08427076
1237648705128431644,216.401627345936,0.590408222580058,0.08448324
1237648705128431905,216.486161818102,0.612934791834473,0.05541833
1237648705128628351,216.989338833273,0.58894274484703,0.08430807
1237648705128628476,216.974012806508,0.569608201038523,0.08527369
1237648705128759533,217.206164023508,0.625450049967981,0.05125462
1237648705128825021,217.317538870868,0.565391539428813,0.05377915
1237648705128825052,217.353514494925,0.513421596468899,0.05450143
1237648705128825091,217.379563245157,0.548722981652592,0.05651241
1237648705128825096,217.385960857505,0.493807810711401,0.0555293
1237648705128890442,217.562431379456,0.62137834011624,0.0262329
1237648705128890513,217.454808887599,0.522280383447812,0.08673545
1237648705128890522,217.458216734785,0.4295946528564,0.05469197
1237648705128890567,217.491452220387,0.501324090669951,0.08636595
1237648705128890642,217.558626670159,0.509809975860425,0.09618618
1237648705128956007,217.722964722291,0.46284493650834,0.01341123
1237648705129021622,217.760463549681,0.555657114236593,0.09518179
1237648705129152799,218.144418782333,0.455569390476871,0.03105887
1237648705129283785,218.359966025867,0.506998286460306,0.07819632
1237648705129283833,218.387460946199,0.514858782193518,0.07858445
1237648705129349140,218.524375480134,0.620087715125048,0.03040131
1237648705129349141,218.546906983597,0.615752696442876,0.02992242
1237648705129349143,218.527925101494,0.607392798430234,0.03160265
1237648705129480247,218.832171063006,0.475729990144539,0.02956719
1237648705129611548,219.137657178715,0.432899037425529,0.07221484
1237648705129677001,219.25040094185,0.564754110678146,0.03472417
1237648705129873672,219.779772733696,0.508632555826582,0.03325611
1237648705130004692,220.045765437069,0.618117368053524,0.08232479
